iri,label,definition_original,definition_enriched
https://www.commoncoreontologies.org/ont00000069,Material Copy of a Transcript,A Material Copy of a Document that is designed to carry some specific Information Content Entity that was originally recorded in a different medium.,Material Copy of a Transcript is a Material Copy of a Document that is designed to carry some specific Information Content Entity that was originally recorded in a different medium.
https://www.commoncoreontologies.org/ont00000241,Material Copy of a Two-Dimensional Barcode,"A Material Copy of a Barcode that is designed to bear lines of varying widths, spacing, height, and color that concretize some Directive Information Content Entity.",A Material Copy of a Barcode that is designed to bear modules (cells) arranged in a two-dimensional pattern that concretize some Directive Information Content Entity.
https://www.commoncoreontologies.org/ont00000326,Material Copy of a UPC Barcode,A Material Copy of a One-Dimensional Barcode that consists of 6 or 12 numerical digits and is used to scan consumer goods.,Material Copy of a UPC Barcode is a Material Copy of a One-Dimensional Barcode that consists of 6 or 12 numerical digits and is used to scan consumer goods.
https://www.commoncoreontologies.org/ont00000931,Material Copy of a UPC-A Barcode,A Material Copy of a UPC Barcode that consists of 12 numerical digits.,Material Copy of a UPC-A Barcode is a Material Copy of a UPC Barcode that consists of 12 numerical digits.
https://www.commoncoreontologies.org/ont00001209,Material Copy of a UPC-E Barcode,A Material Copy of a UPC Barcode that consists of 6 numerical digits.,Material Copy of a UPC-E Barcode is a Material Copy of a UPC Barcode that consists of 6 numerical digits.
https://www.commoncoreontologies.org/ont00000874,Material Copy of a Video,An Information Bearing Artifact that is designed to carry some specific Information Content Entity in the form of a sequence of representations that are presented sufficiently rapidly to create the appearance of motion and continuity.,Material Copy of a Video is an Information Bearing Artifact that is designed to carry some specific Information Content Entity in the form of a sequence of representations that are presented sufficiently rapidly to create the appearance of motion and continuity.
https://www.commoncoreontologies.org/ont00000471,Material Copy of a Warning Message,A Material Copy of a Notification Message that is designed to carry an Information Content Entity that describes a possible or impending threat.,Material Copy of a Warning Message is a Material Copy of a Notification Message that is designed to carry an Information Content Entity that describes a possible or impending threat.
https://www.commoncoreontologies.org/ont00000702,Material Copy of an Image,An Information Bearing Artifact that is designed to carry an Information Content Entity that represents some entity owing to a visual isomorphism between the carrying artifact and the entity.,Material Copy of an Image is an Information Bearing Artifact that is designed to carry an Information Content Entity that represents some entity owing to a visual isomorphism between the carrying artifact and the entity.
https://www.commoncoreontologies.org/ont00001365,Maximum Speed Artifact Function,A Speed Artifact Function that is realized in some process in which the Artifact bearing the Artifact Function attains the highest speed at which that Artifact is designed to operate.,Maximum Speed Artifact Function is a Speed Artifact Function that is realized in some process in which the Artifact bearing the Artifact Function attains the highest speed at which that Artifact is designed to operate.
https://www.commoncoreontologies.org/ont00001100,Measurement Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to measure one or more features of a specified object or class of objects.,Measurement Artifact Function is an Artifact Function that is realized during events in which an Artifact is used to measure one or more features of a specified object or class of objects.
https://www.commoncoreontologies.org/ont00001381,Medical Artifact,"A Material Artifact that is designed for diagnosing, treating, or preventing disease, disability, or death.","Medical Artifact is a Material Artifact that is designed for diagnosing, treating, or preventing disease, disability, or death."
https://www.commoncoreontologies.org/ont00001217,Medium Machine Gun,"A Mounted Gun that is designed to fire full-power rifle Cartridges (less than .50 caliber or 12.7mm) in quick succession from an ammunition belt, and which typically weighs 22-30 lbs.","Medium Machine Gun is a Mounted Gun that is designed to fire full-power rifle Cartridges (less than .50 caliber or 12.7mm) in quick succession from an ammunition belt, and which typically weighs 22-30 lbs."
https://www.commoncoreontologies.org/ont00000304,Microscope,An Imaging Instrument that is designed to enable users to see Objects that are otherwise too small to be seen by the naked eye by producing a significantly enlarged image of the Object.,Microscope is an Imaging Instrument that is designed to enable users to see Objects that are otherwise too small to be seen by the naked eye by producing a significantly enlarged image of the Object.
https://www.commoncoreontologies.org/ont00000066,Military Artifact Function,A Service Artifact Function that is realized in processes related to the armed services.,Military Artifact Function is a Service Artifact Function that is realized in processes related to the armed services.
https://www.commoncoreontologies.org/ont00000190,Minimum Speed Artifact Function,A Speed Artifact Function that is realized in some process in which the Artifact bearing the Artifact Function attains the lowest speed at which that Artifact is designed to operate.,Minimum Speed Artifact Function is a Speed Artifact Function that is realized in some process in which the Artifact bearing the Artifact Function attains the lowest speed at which that Artifact is designed to operate.
https://www.commoncoreontologies.org/ont00000682,Mirror,An Optical Instrument that is designed to reflect light that has a wavelength within a given range and is incident on its relflecting surface such that the reflected light maintains most of the characteristics of the original light.,Mirror is an Optical Instrument that is designed to reflect light that has a wavelength within a given range and is incident on its relflecting surface such that the reflected light maintains most of the characteristics of the original light.
https://www.commoncoreontologies.org/ont00000658,Missile Launcher,A Projectile Launcher that is designed to launch one or more Precision-Guided Missiles.,Missile Launcher is a Projectile Launcher that is designed to launch one or more Precision-Guided Missiles.
https://www.commoncoreontologies.org/ont00000057,Mobile Telephone,A Telephone that is connected to a Telephone Network by radio waves.,Mobile Telephone is a Telephone that is connected to a Telephone Network by radio waves.
https://www.commoncoreontologies.org/ont00000340,Mortar,A Cannon that is designed to fire projectiles at relatively low velocities over relatively short ranges.,Mortar is a Cannon that is designed to fire projectiles at relatively low velocities over relatively short ranges.
https://www.commoncoreontologies.org/ont00000448,Motion Artifact Function,An Artifact Function that is realized in a process in which an entity changes its position with respect to time.,Motion Artifact Function is an Artifact Function that is realized in a process in which an entity changes its position with respect to time.
https://www.commoncoreontologies.org/ont00001368,Motion Observation Artifact Function,An Observation Artifact Function that is realized during events in which an Artifact is used to collect information about the Motion of a specified object or class of objects.,Motion Observation Artifact Function is an Observation Artifact Function that is realized during events in which an Artifact is used to collect information about the Motion of a specified object or class of objects.
https://www.commoncoreontologies.org/ont00001061,Motorcycle,A Ground Motor Vehicle that is designed to transport a very small number of passengers (usually 1 or 2) while traveling on two or three tired wheels.,A Ground Motor Vehicle that is designed primarily to transport one or two passengers on two wheels; some variants include a sidecar or a third wheel.
https://www.commoncoreontologies.org/ont00000848,Mounted Gun,A Firearm that is designed to be fired while mounted.,Mounted Gun is a Firearm that is designed to be fired while mounted.
https://www.commoncoreontologies.org/ont00000214,Moving Target Indication Artifact Function,"A Radar Imaging Artifact Function that inheres in Artifacts that are designed to identify and produce visual representations of moving entities by using a radar to emit successive phase coherent pulses, which are sampled and added to the subsequent pulse to cancel out signals from non-moving entities such that only signals from moving entities remain and are displayed.","Moving Target Indication Artifact Function is a Radar Imaging Artifact Function that inheres in Artifacts that are designed to identify and produce visual representations of moving entities by using a radar to emit successive phase coherent pulses, which are sampled and added to the subsequent pulse to cancel out signals from non-moving entities such that only signals from moving entities remain and are displayed."
https://www.commoncoreontologies.org/ont00000603,Navigation Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to determine the precise location of itself or another object and plan a route to a specified destination.,Navigation Artifact Function is an Artifact Function that is realized during events in which an Artifact is used to determine the precise location of itself or another object and plan a route to a specified destination.
https://www.commoncoreontologies.org/ont00001187,Navigation System,"A Material Artifact that is designed to enable an Agent or Artifact to determine the position or direction of some object, usually for the purpose of monitoring or controlling the movement of some Vehicle from one place to another.","Navigation System is a Material Artifact that is designed to enable an Agent or Artifact to determine the position or direction of some object, usually for the purpose of monitoring or controlling the movement of some Vehicle from one place to another."
https://www.commoncoreontologies.org/ont00001234,Neutralization Artifact Function,A Chemical Reaction Artifact Function that is realized in a process in which an acid and a base react quantitatively with each other.,Neutralization Artifact Function is a Chemical Reaction Artifact Function that is realized in a process in which an acid and a base react quantitatively with each other.
https://www.commoncoreontologies.org/ont00001038,Nickel Cadmium Electric Battery,A Secondary Cell Electric Battery that has a cadmium anode and nickel oxide hydroxide cathode.,Nickel Cadmium Electric Battery is a Secondary Cell Electric Battery that has a cadmium anode and nickel oxide hydroxide cathode.
https://www.commoncoreontologies.org/ont00000930,Nickel-metal Hydride Electric Battery,A Secondary Cell Electric Battery that has a metal-hydride anode and nickel oxide hydroxide cathode.,Nickel-metal Hydride Electric Battery is a Secondary Cell Electric Battery that has a metal-hydride anode and nickel oxide hydroxide cathode.
https://www.commoncoreontologies.org/ont00001275,Nominal Speed Artifact Function,A Speed Artifact Function that is realized in some process in which the Artifact bearing the Artifact Function attains a speed that does not exceed some specified tolerance of that Artifact.,Nominal Speed Artifact Function is a Speed Artifact Function that is realized in some process in which the Artifact bearing the Artifact Function attains a speed that does not exceed some specified tolerance of that Artifact.
https://www.commoncoreontologies.org/ont00000252,Nozzle,"A Fluid Control Artifact that is designed to control the speed, direction, rate, shape, or pressure of the flow of fluid exiting it.","Nozzle is a Fluid Control Artifact that is designed to control the speed, direction, rate, shape, or pressure of the flow of fluid exiting it."
https://www.commoncoreontologies.org/ont00000694,Nozzle Mouth,A Fluid Control Artifact that consists of the portion of a Nozzle at the end that is designed to be where the flow of fluid exits the Nozzle.,Nozzle Mouth is a Fluid Control Artifact that consists of the portion of a Nozzle at the end that is designed to be where the flow of fluid exits the Nozzle.
https://www.commoncoreontologies.org/ont00000625,Nozzle Throat,A Fluid Control Artifact that consists of the narrowest portion of a Nozzle that is designed to converge the flow of fluid in order to increase the Velocity of the flow.,Nozzle Throat is a Fluid Control Artifact that consists of the narrowest portion of a Nozzle that is designed to converge the flow of fluid in order to increase the Velocity of the flow.
https://www.commoncoreontologies.org/ont00001044,Nuclear Radiation Detection Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to detect the presence of nuclear radiation particles.,Nuclear Radiation Detection Artifact Function is an Artifact Function that is realized during events in which an Artifact is used to detect the presence of nuclear radiation particles.
https://www.commoncoreontologies.org/ont00000030,Nuclear Reactor,"A Power Source that is designed to initiate and control a self-sustained nuclear chain reaction to produce power in the form of heat, which can be transferred to a working fluid for further conversion to mechanical or electrical energy.","Nuclear Reactor is a Power Source that is designed to initiate and control a self-sustained nuclear chain reaction to produce power in the form of heat, which can be transferred to a working fluid for further conversion to mechanical or electrical energy."
https://www.commoncoreontologies.org/ont00000277,Nuclear Weapon,"A Weapon that is designed to inflict harm, damage, or incapacity by means of a destructive nuclear reaction, either through fission or through a combination of fission and fusion.","Nuclear Weapon is a Weapon that is designed to inflict harm, damage, or incapacity by means of a destructive nuclear reaction, either through fission or through a combination of fission and fusion."
https://www.commoncoreontologies.org/ont00000205,Object Track,A One-Dimensional Spatial Region that consists of the idealized line along which an Object has traversed during some motion.,Object Track is an One-Dimensional Spatial Region that consists of the idealized line along which an Object has traversed during some motion.
https://www.commoncoreontologies.org/ont00000170,Object Track Point,A Zero-Dimensional Spatial Region that is an idealized point where an Object is or was located during some motion.,Object Track Point is a Zero-Dimensional Spatial Region that is an idealized point where an Object is or was located during some motion.
https://www.commoncoreontologies.org/ont00001306,Observation Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to collect information about a specified object or class of objects.,Observation Artifact Function is an Artifact Function that is realized during events in which an Artifact is used to collect information about a specified object or class of objects.
https://www.commoncoreontologies.org/ont00000943,Ocular Prosthesis,"An Artificial Eye that is designed to replace a missing eye, but which does not function as an eye.","Ocular Prosthesis is an Artificial Eye that is designed to replace a missing eye, but which does not function as an eye."
https://www.commoncoreontologies.org/ont00000869,Optical Camera,A Camera that is designed to form and record an image generated from visible light.,Optical Camera is a Camera that is designed to form and record an image generated from visible light.
https://www.commoncoreontologies.org/ont00000823,Optical Communication Artifact Function,An Electromagnetic Communication Artifact Function that is realized in a process that conveys meaningful signs by means of visible light.,Optical Communication Artifact Function is an Electromagnetic Communication Artifact Function that is realized in a process that conveys meaningful signs by means of visible light.
https://www.commoncoreontologies.org/ont00000764,Optical Focusing Artifact Function,An Optical Processing Artifact Function that is realized by an Artifact participating in a light focusing event in which the Artifact causes the light beam to converge on a target spatial point.,Optical Focusing Artifact Function is an Optical Processing Artifact Function that is realized by an Artifact participating in a light focusing event in which the Artifact causes the light beam to converge on a target spatial point.
https://www.commoncoreontologies.org/ont00000136,Optical Instrument,A Material Artifact that is designed to process light waves.,Optical Instrument is a Material Artifact that is designed to process light waves.
https://www.commoncoreontologies.org/ont00001207,Optical Lens,An Optical Instrument that is designed to focus or disperse a beam of light entering the lens by means of refraction.,Optical Lens is an Optical Instrument that is designed to focus or disperse a beam of light entering the lens by means of refraction.
https://www.commoncoreontologies.org/ont00000075,Optical Microscope,A Microscope that is designed to use visible light and a system of Optical Lenses to produce a significantly enlarged image of the Object.,Optical Microscope is a Microscope that is designed to use visible light and a system of Optical Lenses to produce a significantly enlarged image of the Object.
https://www.commoncoreontologies.org/ont00000504,Optical Processing Artifact Function,An Artifact Function that is realized by an Artifact participating in a visible light processing event.,Optical Processing Artifact Function is an Artifact Function that is realized by an Artifact participating in a visible light processing event.
https://www.commoncoreontologies.org/ont00001009,Optical Telescope,A Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing visible light to form an enhanced image of the Object.,Optical Telescope is a Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing visible light to form an enhanced image of the Object.
https://www.commoncoreontologies.org/ont00000466,Orientation Control Artifact Function,An Artifact Function that is realized by processes in which some Artifact is used to control the Orientation of some object.,Orientation Control Artifact Function is an Artifact Function that is realized by processes in which some Artifact is used to control the Orientation of some object.
https://www.commoncoreontologies.org/ont00001087,Orientation Observation Artifact Function,An Observation Artifact Function that is realized during events in which an Artifact is used to collect information about the Orientation of a specified object or class of objects.,Orientation Observation Artifact Function is an Observation Artifact Function that is realized during events in which an Artifact is used to collect information about the Orientation of a specified object or class of objects.
https://www.commoncoreontologies.org/ont00000412,Oxidizer Artifact Function,A Chemical Reaction Artifact Function that is realized in a process in which electrons are removed from a reactant in a redox reaction.,Oxidizer Artifact Function is a Chemical Reaction Artifact Function that is realized in a process in which electrons are removed from a reactant in a redox reaction.
https://www.commoncoreontologies.org/ont00000724,Parabolic Antenna,A Radio Antenna that uses a parabolic reflector to direct or receive radio waves and has a very high gain.,Parabolic Antenna is a Radio Antenna that uses a parabolic reflector to direct or receive radio waves and has a very high gain.
https://www.commoncoreontologies.org/ont00000929,Part Role,A Role that inheres in an entity in virtue of it being part of some other entity without being subject to further subdivision or disassembly without destruction of its designated use.,Part Role is a Role that inheres in an entity in virtue of it being part of some other entity without being subject to further subdivision or disassembly without destruction of its designated use.
https://www.commoncoreontologies.org/ont00000919,Parts List,A Quality Specification that prescribes the Amount of some type of Artifact that are part of or located on another Artifact.,Parts List is a Quality Specification that prescribes the Amount of some type of Artifact that are part of or located on another Artifact.
https://www.commoncoreontologies.org/ont00001007,Passenger Train Car,A Train Car that is designed to transport passengers.,Passenger Train Car is a Train Car that is designed to transport passengers.
https://www.commoncoreontologies.org/ont00001300,Patch Antenna,A Radio Antenna that consists of a flat rectangular sheet (or patch) of metal mounted over a larger sheet of metal called a ground plane which is typically contained inside a plastic radome for protection and is small enough that it can be mounted on a flat surface.,Patch Antenna is a Radio Antenna that consists of a flat rectangular sheet (or patch) of metal mounted over a larger sheet of metal called a ground plane which is typically contained inside a plastic radome for protection and is small enough that it can be mounted on a flat surface.
https://www.commoncoreontologies.org/ont00001082,Patch Receiver,A Radio Receiver that uses a Patch Antenna to intercept radio signals.,Patch Receiver is a Radio Receiver that uses a Patch Antenna to intercept radio signals.
https://www.commoncoreontologies.org/ont00000556,Payload,A Material Entity that is transported by a Vehicle during an Act of Location Change for the purpose of being delivered to or performing one or more functions at a predefined location.,Payload is a Material Entity that is transported by a Vehicle during an Act of Location Change for the purpose of being delivered to or performing one or more functions at a predefined location.
https://www.commoncoreontologies.org/ont00001071,Payload Capacity,"An Artifact Function that inheres in a Vehicle that is designed to transport Payload, and which is typically characterized by the maximum Weight, Mass, or Volume of Payload that the Vehicle can transport.","Payload Capacity is an Artifact Function that inheres in a Vehicle that is designed to transport Payload, and which is typically characterized by the maximum Weight, Mass, or Volume of Payload that the Vehicle can transport."
https://www.commoncoreontologies.org/ont00001216,Periscope,"An Optical Instrument that is designed to enable observation of an object that is located over, around, or through another object, obstacle, or condition that prevents direct line-of-sight observation from the observer's current position.","Periscope is an Optical Instrument that is designed to enable observation of an object that is located over, around, or through another object, obstacle, or condition that prevents direct line-of-sight observation from the observer's current position."
https://www.commoncoreontologies.org/ont00000828,Pesticide Artifact Function,"A Poison Artifact Function that is realized in a process which causes illness in, or the death of, a living thing that is detrimental to humans or human concerns.","Pesticide Artifact Function is a Poison Artifact Function that is realized in a process which causes illness in, or the death of, a living thing that is detrimental to humans or human concerns."
https://www.commoncoreontologies.org/ont00001221,Physically Powered Engine,An Engine that is designed to convert potential or kinetic energy into mechanical energy.,Physically Powered Engine is an Engine that is designed to convert potential or kinetic energy into mechanical energy.
https://www.commoncoreontologies.org/ont00000364,Pneumatic Motor,A Physically Powered Engine that converts potential energy stored in a portion of compressed air into mechanical energy.,Pneumatic Motor is a Physically Powered Engine that converts potential energy stored in a portion of compressed air into mechanical energy.
https://www.commoncoreontologies.org/ont00000516,Pneumatic Power Source,"A Power Source that is designed to generate, control, or transmit power by means of compressed air or compressed inert gases.","Pneumatic Power Source is a Power Source that is designed to generate, control, or transmit power by means of compressed air or compressed inert gases."
https://www.commoncoreontologies.org/ont00001123,Poison Artifact Function,"A Damaging Artifact Function that is realized in a process which causes illness in, or the death of, a living thing.","Poison Artifact Function is a Damaging Artifact Function that is realized in a process which causes illness in, or the death of, a living thing."
https://www.commoncoreontologies.org/ont00000721,Polarizing Prism,A Prism designed to split a beam of light entering the Prism into components of varying polarization.,Polarizing Prism is a Prism designed to split a beam of light entering the Prism into components of varying polarization.
https://www.commoncoreontologies.org/ont00001150,Portion of Ammunition,"A Weapon that is designed to inflict harm, damage, or incapacity by being projected toward its target at a significant Velocity.","Portion of Ammunition is a Weapon that is designed to inflict harm, damage, or incapacity by being projected toward its target at a significant Velocity."
https://www.commoncoreontologies.org/ont00000475,Portion of Cash,A Financial Instrument that is designed to be a ready medium of exchange.,Portion of Cash is a Financial Instrument that is designed to be a ready medium of exchange.
https://www.commoncoreontologies.org/ont00000091,Portion of Coolant,A Portion of Material that is designed to be used in a thermal control system to reduce or maintain the temperature of an object to or at a specified level.,Portion of Coolant is a Portion of Material that is designed to be used in a thermal control system to reduce or maintain the temperature of an object to or at a specified level.
https://www.commoncoreontologies.org/ont00000255,Portion of Cryogenic Material,A Portion of Material that has been reduced to a very low temperature (below -180 degrees Celcius).,Portion of Cryogenic Material is a Portion of Material that has been reduced to a very low temperature (below -180 degrees Celcius).
https://www.commoncoreontologies.org/ont00000307,Portion of Food,A Portion of Processed Material that is designed to be consumed and ingested for nutrition or taste.,Portion of Food is a Portion of Processed Material that is designed to be consumed and ingested for nutrition or taste.
https://www.commoncoreontologies.org/ont00000838,Portion of Fuel,A Portion of Material that is designed to release thermal energy when reacted with other substances.,Portion of Fuel is a Portion of Material that is designed to release thermal energy when reacted with other substances.
https://www.commoncoreontologies.org/ont00000376,Portion of Gallium Arsenide,A Portion of Material that is composed of a compound of the elements gallium and arsenic.,Portion of Gallium Arsenide is a Portion of Material that is composed of a compound of the elements gallium and arsenic.
https://www.commoncoreontologies.org/ont00001020,Portion of Gaseous Fuel,A Portion of Fuel that is stored in a gaseous state.,Portion of Gaseous Fuel is a Portion of Fuel that is stored in a gaseous state.
https://www.commoncoreontologies.org/ont00000637,Portion of Gaseous Propellant,A Portion of Propellant that is stored in a gaseous state.,Portion of Gaseous Propellant is a Portion of Propellant that is stored in a gaseous state.
https://www.commoncoreontologies.org/ont00001172,Portion of Gelatinous Propellant,A Portion of Propellant that is stored in a gelatinous state.,Portion of Gelatinous Propellant is a Portion of Propellant that is stored in a gelatinous state.
https://www.commoncoreontologies.org/ont00001341,Portion of Geosphere,"A fiat object part that is composed of one or more portions of the atmosphere, cryosphere, hydrosphere, or lithosphere","Portion of Geosphere is a fiat object part that is composed of one or more portions of the atmosphere, cryosphere, hydrosphere, or lithosphere."
https://www.commoncoreontologies.org/ont00001135,Portion of Liquid Fuel,A Portion of Fuel that is stored in a liquid state.,Portion of Liquid Fuel is a Portion of Fuel that is stored in a liquid state.
https://www.commoncoreontologies.org/ont00000316,Portion of Liquid Helium,A Portion of Cryogenic Material that is composed (almost) entirely of liquid helium.,Portion of Liquid Helium is a Portion of Cryogenic Material that is composed (almost) entirely of liquid helium.
https://www.commoncoreontologies.org/ont00000128,Portion of Liquid Hydrogen,A Portion of Cryogenic Material that is composed (almost) entirely of liquid hydrogen.,Portion of Liquid Hydrogen is a Portion of Cryogenic Material that is composed (almost) entirely of liquid hydrogen.
https://www.commoncoreontologies.org/ont00000816,Portion of Liquid Nitrogen,A Portion of Cryogenic Material that is composed (almost) entirely of liquid nitrogen.,Portion of Liquid Nitrogen is a Portion of Cryogenic Material that is composed (almost) entirely of liquid nitrogen.
https://www.commoncoreontologies.org/ont00000101,Portion of Liquid Oxygen,A Portion of Cryogenic Material that is composed (almost) entirely of liquid oxygen.,Portion of Liquid Oxygen is a Portion of Cryogenic Material that is composed (almost) entirely of liquid oxygen.
https://www.commoncoreontologies.org/ont00000962,Portion of Liquid Propellant,A Portion of Propellant that is stored in a liquid state.,Portion of Liquid Propellant is a Portion of Propellant that is stored in a liquid state.
https://www.commoncoreontologies.org/ont00000457,Portion of Material,A Portion of Processed Material that was produced to be used as the input for another Act of Artifact Processing.,Portion of Material is a Portion of Processed Material that was produced to be used as the input for another Act of Artifact Processing.
https://www.commoncoreontologies.org/ont00000813,Portion of Nuclear Fuel,A Portion of Material that is designed to be used in a nuclear fission process to produce energy.,Portion of Nuclear Fuel is a Portion of Material that is designed to be used in a nuclear fission process to produce energy.
https://www.commoncoreontologies.org/ont00000897,Portion of Oxidizer,A Portion of Material that is disposed to steal electrons from other substances (i.e. to oxidize other substances) as a participant in a reduction-oxidation process.,Portion of Oxidizer is a Portion of Material that is disposed to steal electrons from other substances (i.e. to oxidize other substances) as a participant in a reduction-oxidation process.
https://www.commoncoreontologies.org/ont00001151,Portion of Paper,"An Information Medium Artifact that is designed to bear some Information Content Entity by means of pressing together moist fibres of cellulose pulp derived from wood, rags, or grasses, and drying them into flexible sheets.","Portion of Paper is an Information Medium Artifact that is designed to bear some Information Content Entity by means of pressing together moist fibres of cellulose pulp derived from wood, rags, or grasses, and drying them into flexible sheets."
https://www.commoncoreontologies.org/ont00001084,Portion of Processed Material,A Material Artifact that is the output of an Act of Artifact Processing.,Portion of Processed Material is a Material Artifact that is the output of an Act of Artifact Processing.
https://www.commoncoreontologies.org/ont00000593,Portion of Propellant,A Portion of Material that is designed to be used as an input in a Propulsion Process to produce Thrust.,Portion of Propellant is a Portion of Material that is designed to be used as an input in a Propulsion Process to produce Thrust.
https://www.commoncoreontologies.org/ont00000039,Portion of Solid Fuel,A Portion of Fuel that is stored in a solid state.,Portion of Solid Fuel is a Portion of Fuel that is stored in a solid state.
https://www.commoncoreontologies.org/ont00000043,Portion of Solid Propellant,A Portion of Propellant that is stored in a solid state.,Portion of Solid Propellant is a Portion of Propellant that is stored in a solid state.
https://www.commoncoreontologies.org/ont00000980,Portion of Waste Material,"A Portion of Processed Material that serves no further use in terms of the initial user's own purposes of production, transformation, or consumption such that the Agent wants to dispose of it.","Portion of Waste Material is a Portion of Processed Material that serves no further use in terms of the initial user's own purposes of production, transformation, or consumption such that the Agent wants to dispose of it."
https://www.commoncoreontologies.org/ont00001303,Position Observation Artifact Function,An Observation Artifact Function that is realized during events in which an Artifact is used to collect information about the position of a specified object or class of objects.,Position Observation Artifact Function is an Observation Artifact Function that is realized during events in which an Artifact is used to collect information about the position of a specified object or class of objects.
https://www.commoncoreontologies.org/ont00000019,Power Inverting Artifact Function,A Current Conversion Artifact Function that is realized by processes in which some Artifact is used to convert direct current (DC) to alternating current (AC).,Power Inverting Artifact Function is a Current Conversion Artifact Function that is realized by processes in which some Artifact is used to convert direct current (DC) to alternating current (AC).
https://www.commoncoreontologies.org/ont00000577,Power Rectifier,A Material Artifact that is designed to convert alternating current (AC) to direct current (DC).,Power Rectifier is a Material Artifact that is designed to convert alternating current (AC) to direct current (DC).
https://www.commoncoreontologies.org/ont00000993,Power Rectifying Artifact Function,A Current Conversion Artifact Function that is realized by processes in which some Artifact is used to convert alternating current (AC) to direct current (DC).,Power Rectifying Artifact Function is a Current Conversion Artifact Function that is realized by processes in which some Artifact is used to convert alternating current (AC) to direct current (DC).
https://www.commoncoreontologies.org/ont00000288,Power Source,A Material Artifact that is designed to supply power to some other Artifact.,Power Source is a Material Artifact that is designed to supply power to some other Artifact.
https://www.commoncoreontologies.org/ont00000806,Power Tool,A Tool that is designed to be actuated by a Power Source and mechanism other than or in addition to manual labor.,Power Tool is a Tool that is designed to be actuated by a Power Source and mechanism other than or in addition to manual labor.
https://www.commoncoreontologies.org/ont00000130,Power Transformer,A Material Artifact that is designed to transfer electrical energy between two or more circuits through electromagnetic induction.,Power Transformer is a Material Artifact that is designed to transfer electrical energy between two or more circuits through electromagnetic induction.
https://www.commoncoreontologies.org/ont00000372,Power Transformer Rectifier Unit,A Material Artifact that is designed to perform the functions of both a Rectifier and a Transformer.,Power Transformer Rectifier Unit is a Material Artifact that is designed to perform the functions of both a Rectifier and a Transformer.
https://www.commoncoreontologies.org/ont00000663,Power Transmission Artifact,A Material Artifact that is designed to transfer and regulate Power flow from a Power Source to an application point.,Power Transmission Artifact is a Material Artifact that is designed to transfer and regulate Power flow from a Power Source to an application point.
https://www.commoncoreontologies.org/ont00001366,Powering Artifact Function,An Artifact Function that is realized by processes in which some Artifact is used to supply power to some Artifact.,Powering Artifact Function is an Artifact Function that is realized by processes in which some Artifact is used to supply power to some Artifact.
https://www.commoncoreontologies.org/ont00001124,Precision-Guided Missile,A Portion of Ammunition that is designed to be a self-propelled and precision-guided projectile that delivers some payload (explosive or other) over relatively long distances.,Precision-Guided Missile is a Portion of Ammunition that is designed to be a self-propelled and precision-guided projectile that delivers some payload (explosive or other) over relatively long distances.
https://www.commoncoreontologies.org/ont00000093,Preferred Stock,Stock that entitles its holder to receive a certain level of dividend payments before any dividends can be issued to other holders.,Preferred Stock is a Stock that entitles its holder to receive a certain level of dividend payments before any dividends can be issued to other holders.
https://www.commoncoreontologies.org/ont00001129,Pressurization Control Artifact Function,A Ventilation Control Artifact Function that is realized by processes in which some Artifact is used to control the partial pressure of air in some space.,Pressurization Control Artifact Function is a Ventilation Control Artifact Function that is realized by processes in which some Artifact is used to control the partial pressure of air in some space.
https://www.commoncoreontologies.org/ont00001050,Primary Cell Electric Battery,A Electric Battery that is designed for one-time use and not to be recharged.,Primary Cell Electric Battery is an Electric Battery that is designed for one-time use and not to be recharged.
https://www.commoncoreontologies.org/ont00000804,Prism,An Optical Instrument that is designed to refract light and which consists of a transparent material with flat polished surfaces where at least two of these surfaces have an angle between them.,Prism is an Optical Instrument that is designed to refract light and which consists of a transparent material with flat polished surfaces where at least two of these surfaces have an angle between them.
https://www.commoncoreontologies.org/ont00001051,Projectile Launcher,A Weapon that is designed to inflict damage or harm by means of launching a high-velocity projectile at a target.,Projectile Launcher is a Weapon that is designed to inflict damage or harm by means of launching a high-velocity projectile at a target.
https://www.commoncoreontologies.org/ont00000238,Propeller,A Material Artifact that is designed to convert rotary motion from an Engine or other mechanical Power Source into propulsive Force.,Propeller is a Material Artifact that is designed to convert rotary motion from an Engine or other mechanical Power Source into propulsive Force.
https://www.commoncoreontologies.org/ont00001117,Propelling Nozzle,"A Nozzle that is used to convert a propulsion Engine into a Jet Engine and functions by using its narrowest part, the throat, to increase Pressure within the Engine by constricting flow, usually until the flow chokes, then expanding the exhaust stream to, or near to, atmospheric pressure, while forming it into a high speed jet to propel the Vehicle.","A Nozzle that is designed to accelerate and shape engine exhaust to produce thrust as part of a reaction (jet) engine, typically by choking flow at the throat and expanding the exhaust to form a high-speed jet."
https://www.commoncoreontologies.org/ont00001252,Propulsion Artifact Function,A Motion Artifact Function that is realized in a process in which the bearer of the function creates force leading to an entity's movement.,Propulsion Artifact Function is a Motion Artifact Function that is realized in a process in which the bearer of the function creates force leading to an entity's movement.
